#grid point	c_iterations	c_convergence   	P               	T(k)            	n_<tot> (cm-3)  	n_g (cm-3)      	m(u)            	C    	H    	He   	N    	O    	S    	P    	Si   	Ti   	V    	Cl   	K    	Na   	Mg   	F    	Ca   	Fe   	e-   
77        	4         	ok              	2.0670000000e-03	1.0363000000e+03	2.6555120575e+16	1.4446786525e+16	2.3680752110e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
78        	4         	ok              	1.7440000000e-03	1.0344000000e+03	2.2446635601e+16	1.2211647111e+16	2.3680751473e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
79        	4         	ok              	1.4720000000e-03	1.0322000000e+03	1.8986164271e+16	1.0329046492e+16	2.3680751000e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
80        	4         	ok              	1.2420000000e-03	1.0303000000e+03	1.6049117908e+16	8.7312047550e+15	2.3680750608e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
81        	4         	ok              	1.0470000000e-03	1.0281000000e+03	1.3558279695e+16	7.3761136471e+15	2.3680750311e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
82        	4         	ok              	8.8370000000e-04	1.0262000000e+03	1.1464790055e+16	6.2371921211e+15	2.3680750058e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
83        	4         	ok              	7.4560000000e-04	1.0241000000e+03	9.6929682714e+15	5.2732675918e+15	2.3680749858e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
84        	4         	ok              	6.2900000000e-04	1.0222000000e+03	8.1923410434e+15	4.4568810750e+15	2.3680749680e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
85        	4         	ok              	5.3070000000e-04	1.0200000000e+03	6.9269518371e+15	3.7684711325e+15	2.3680749543e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
86        	4         	ok              	4.4770000000e-04	1.0181000000e+03	5.8545012975e+15	3.1850256477e+15	2.3680749407e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
87        	4         	ok              	3.7770000000e-04	1.0149000000e+03	4.9546956341e+15	2.6955041777e+15	2.3680749355e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
88        	4         	ok              	3.1870000000e-04	1.0121000000e+03	4.1922954927e+15	2.2807354637e+15	2.3680749292e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
89        	4         	ok              	2.6890000000e-04	1.0071000000e+03	3.5547695796e+15	1.9339020920e+15	2.3680749356e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
90        	4         	ok              	2.2680000000e-04	1.0029000000e+03	3.0107775435e+15	1.6379539808e+15	2.3680749382e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
91        	4         	ok              	1.9140000000e-04	9.9710000000e+02	2.5556211190e+15	1.3903351229e+15	2.3680749490e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
92        	4         	ok              	1.6150000000e-04	9.9200000000e+02	2.1674750504e+15	1.1791719276e+15	2.3680749564e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
93        	4         	ok              	1.3620000000e-04	9.8600000000e+02	1.8390496200e+15	1.0004985639e+15	2.3680749676e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
94        	4         	ok              	1.1490000000e-04	9.8070000000e+02	1.5598294276e+15	8.4859433916e+14	2.3680749756e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
95        	4         	ok              	9.6960000000e-05	9.7390000000e+02	1.3254748739e+15	7.2109837675e+14	2.3680749891e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
96        	4         	ok              	8.1800000000e-05	9.6780000000e+02	1.1252808970e+15	6.1218680247e+14	2.3680749992e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
97        	4         	ok              	6.9010000000e-05	9.6020000000e+02	9.5684939976e+14	5.2055497654e+14	2.3680750134e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
98        	4         	ok              	5.8220000000e-05	9.5350000000e+02	8.1291430993e+14	4.4224993796e+14	2.3680750238e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
99        	4         	ok              	4.9120000000e-05	9.4540000000e+02	6.9172907017e+14	3.7632150517e+14	2.3680750368e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
100       	4         	ok              	4.1440000000e-05	9.3810000000e+02	5.8811719856e+14	3.1995351650e+14	2.3680750465e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
